basket_id,item_id,item_name,category,quantity,basket_theme
B150,I046,Помидоры,Овощи,2,pasta_italian
B150,I073,Киви,Фрукты,1,pasta_italian
B150,I081,Макароны спагетти,Бакалея,1,pasta_italian
B150,I101,Соус песто,Соусы,1,pasta_italian
B150,I111,Итальянские травы,Специи,1,pasta_italian
B151,I045,Чеснок,Овощи,1,veggie_stew
B151,I046,Помидоры,Овощи,1,veggie_stew
B151,I053,Шампиньоны,Овощи,2,veggie_stew
B151,I054,Кабачки,Овощи,1,veggie_stew
B151,I089,Оливковое масло,Бакалея,1,veggie_stew
B151,I111,Итальянские травы,Специи,1,veggie_stew
B151,I113,Чай черный,Напитки,1,veggie_stew
B151,I123,Мороженое ванильное,Заморозка,2,veggie_stew
B151,I156,Средство для посуды,Бытовая химия,1,veggie_stew
B152,I045,Чеснок,Овощи,1,veggie_stew
B152,I048,Перец болгарский,Овощи,1,veggie_stew
B152,I053,Шампиньоны,Овощи,1,veggie_stew
B152,I054,Кабачки,Овощи,1,veggie_stew
B152,I055,Баклажаны,Овощи,1,veggie_stew
B152,I069,Виноград,Фрукты,1,veggie_stew
B152,I079,Булгур,Бакалея,1,veggie_stew
B152,I089,Оливковое масло,Бакалея,1,veggie_stew
B152,I111,Итальянские травы,Специи,1,veggie_stew
B152,I115,Кофе молотый,Напитки,1,veggie_stew
B152,I133,Печенье овсяное,Сладости,2,veggie_stew
B152,I159,Туалетная бумага,Дом,2,veggie_stew
B153,I010,Пармезан,Молочные продукты,1,pasta_italian
B153,I020,Багет,Хлеб,2,pasta_italian
B153,I025,Куриное филе,Мясо и птица,1,pasta_italian
B153,I045,Чеснок,Овощи,1,pasta_italian
B153,I046,Помидоры,Овощи,1,pasta_italian
B153,I089,Оливковое масло,Бакалея,1,pasta_italian
B153,I101,Соус песто,Соусы,1,pasta_italian
B153,I110,Паприка,Специи,1,pasta_italian
B153,I111,Итальянские травы,Специи,1,pasta_italian
B153,I119,Вода минеральная,Напитки,2,pasta_italian
B154,I001,Молоко 2.5%,Молочные продукты,3,big_family_stock
B154,I023,Яйца C1 10 шт,Бакалея,1,big_family_stock
B154,I027,Фарш говяжий,Мясо и птица,1,big_family_stock
B154,I042,Картофель,Овощи,2,big_family_stock
B154,I043,Морковь,Овощи,1,big_family_stock
B154,I067,Лимоны,Фрукты,2,big_family_stock
B154,I078,Гречка,Бакалея,1,big_family_stock
B154,I086,Сахар,Бакалея,1,big_family_stock
B154,I158,Бумажные полотенца,Дом,1,big_family_stock
B154,I159,Туалетная бумага,Дом,1,big_family_stock
B155,I153,Корм для кошек,Зоотовары,1,pets_home
B155,I154,Корм для собак,Зоотовары,1,pets_home
B155,I155,Наполнитель для кошачьего туалета,Зоотовары,1,pets_home
B155,I156,Средство для посуды,Бытовая химия,1,pets_home
B155,I158,Бумажные полотенца,Дом,1,pets_home
B155,I160,Пакеты для мусора,Дом,1,pets_home
B156,I001,Молоко 2.5%,Молочные продукты,2,weekly_stock
B156,I005,Сметана 20%,Молочные продукты,1,weekly_stock
B156,I006,Сыр гауда,Молочные продукты,1,weekly_stock
B156,I015,Хлеб пшеничный,Хлеб,1,weekly_stock
B156,I023,Яйца C1 10 шт,Бакалея,1,weekly_stock
B156,I025,Куриное филе,Мясо и птица,1,weekly_stock
B156,I042,Картофель,Овощи,1,weekly_stock
B156,I044,Лук репчатый,Овощи,2,weekly_stock
B156,I057,Авокадо,Овощи,2,weekly_stock
B156,I069,Виноград,Фрукты,1,weekly_stock
B156,I071,Голубика,Фрукты,1,weekly_stock
B156,I076,Рис длиннозерный,Бакалея,1,weekly_stock
B156,I084,Овсяные хлопья,Бакалея,1,weekly_stock
B156,I119,Вода минеральная,Напитки,3,weekly_stock
B157,I006,Сыр гауда,Молочные продукты,1,pets_home
B157,I015,Хлеб пшеничный,Хлеб,2,pets_home
B157,I153,Корм для кошек,Зоотовары,1,pets_home
B157,I155,Наполнитель для кошачьего туалета,Зоотовары,2,pets_home
B157,I156,Средство для посуды,Бытовая химия,1,pets_home
B157,I158,Бумажные полотенца,Дом,1,pets_home
B158,I009,Моцарелла,Молочные продукты,1,salad_light
B158,I029,Свинина для жарки,Мясо и птица,1,salad_light
B158,I039,Тунец консервированный,Рыба,1,salad_light
B158,I046,Помидоры,Овощи,2,salad_light
B158,I047,Огурцы,Овощи,2,salad_light
B158,I048,Перец болгарский,Овощи,2,salad_light
B158,I051,Салат айсберг,Овощи,1,salad_light
B158,I057,Авокадо,Овощи,1,salad_light
B158,I067,Лимоны,Фрукты,1,salad_light
B158,I089,Оливковое масло,Бакалея,1,salad_light
B158,I098,Кукуруза консервированная,Консервы,1,salad_light
B158,I108,Карри паста,Соусы,1,salad_light
B158,I160,Пакеты для мусора,Дом,2,salad_light
B159,I067,Лимоны,Фрукты,1,tea_sweets
B159,I113,Чай черный,Напитки,1,tea_sweets
B159,I115,Кофе молотый,Напитки,1,tea_sweets
B159,I133,Печенье овсяное,Сладости,1,tea_sweets
B159,I134,Вафли,Сладости,1,tea_sweets
B159,I136,Джем клубничный,Сладости,1,tea_sweets
B160,I047,Огурцы,Овощи,1,salad_light
B160,I048,Перец болгарский,Овощи,2,salad_light
B160,I052,Шпинат,Овощи,1,salad_light
B160,I067,Лимоны,Фрукты,1,salad_light
B160,I089,Оливковое масло,Бакалея,1,salad_light
B160,I098,Кукуруза консервированная,Консервы,1,salad_light
B160,I120,Газированная вода,Напитки,3,salad_light
B160,I159,Туалетная бумага,Дом,2,salad_light
B161,I001,Молоко 2.5%,Молочные продукты,1,borsch_soup
B161,I005,Сметана 20%,Молочные продукты,1,borsch_soup
B161,I016,Хлеб ржаной,Хлеб,1,borsch_soup
B161,I030,Говядина стейк,Мясо и птица,1,borsch_soup
B161,I043,Морковь,Овощи,1,borsch_soup
B161,I044,Лук репчатый,Овощи,3,borsch_soup
B161,I045,Чеснок,Овощи,2,borsch_soup
B161,I049,Капуста белокочанная,Овощи,2,borsch_soup
B161,I050,Свекла,Овощи,1,borsch_soup
B161,I059,Зеленый лук,Овощи,1,borsch_soup
B161,I060,Укроп,Овощи,2,borsch_soup
B161,I157,Порошок стиральный,Бытовая химия,1,borsch_soup
B162,I026,Куриные бедра,Мясо и птица,1,chicken_soup
B162,I042,Картофель,Овощи,1,chicken_soup
B162,I044,Лук репчатый,Овощи,1,chicken_soup
B162,I046,Помидоры,Овощи,3,chicken_soup
B162,I053,Шампиньоны,Овощи,1,chicken_soup
B162,I061,Петрушка,Овощи,1,chicken_soup
B162,I083,Лапша удон,Бакалея,1,chicken_soup
B162,I109,Черный перец,Специи,1,chicken_soup
B162,I148,Суп куриный готовый,Готовая еда,1,chicken_soup
B163,I025,Куриное филе,Мясо и птица,1,curry_dinner
B163,I045,Чеснок,Овощи,2,curry_dinner
B163,I046,Помидоры,Овощи,3,curry_dinner
B163,I052,Шпинат,Овощи,1,curry_dinner
B163,I053,Шампиньоны,Овощи,1,curry_dinner
B163,I056,Брокколи,Овощи,1,curry_dinner
B163,I063,Имбирь,Овощи,1,curry_dinner
B163,I076,Рис длиннозерный,Бакалея,1,curry_dinner
B163,I088,Подсолнечное масло,Бакалея,1,curry_dinner
B163,I090,Кокосовое молоко,Бакалея,1,curry_dinner
B163,I120,Газированная вода,Напитки,2,curry_dinner
B164,I001,Молоко 2.5%,Молочные продукты,1,household_cleaning
B164,I123,Мороженое ванильное,Заморозка,2,household_cleaning
B164,I157,Порошок стиральный,Бытовая химия,2,household_cleaning
B164,I159,Туалетная бумага,Дом,2,household_cleaning
B164,I160,Пакеты для мусора,Дом,1,household_cleaning
B165,I001,Молоко 2.5%,Молочные продукты,1,kids_breakfast
B165,I003,Йогурт натуральный,Молочные продукты,1,kids_breakfast
B165,I004,Творог 5%,Молочные продукты,1,kids_breakfast
B165,I065,Бананы,Фрукты,1,kids_breakfast
B165,I117,Сок яблочный,Напитки,1,kids_breakfast
B165,I119,Вода минеральная,Напитки,2,kids_breakfast
B165,I133,Печенье овсяное,Сладости,1,kids_breakfast
B165,I142,Хлопья кукурузные,Завтраки,1,kids_breakfast
B165,I149,Детское пюре яблочное,Детские товары,1,kids_breakfast
B165,I150,Детская каша,Детские товары,1,kids_breakfast
B165,I152,Влажные салфетки,Детские товары,1,kids_breakfast
B165,I158,Бумажные полотенца,Дом,1,kids_breakfast
B166,I018,Лаваш,Хлеб,1,frozen_quick
B166,I025,Куриное филе,Мясо и птица,1,frozen_quick
B166,I102,Кетчуп,Соусы,1,frozen_quick
B166,I120,Газированная вода,Напитки,4,frozen_quick
B166,I124,Пельмени,Заморозка,2,frozen_quick
B166,I125,Вареники с картофелем,Заморозка,2,frozen_quick
B166,I126,Овощная смесь замороженная,Заморозка,1,frozen_quick
B166,I128,Пицца замороженная,Заморозка,1,frozen_quick
B166,I135,Мед,Сладости,1,frozen_quick
B167,I003,Йогурт натуральный,Молочные продукты,1,office_lunch
B167,I065,Бананы,Фрукты,2,office_lunch
B167,I116,Кофе зерновой,Напитки,1,office_lunch
B167,I119,Вода минеральная,Напитки,4,office_lunch
B167,I132,Шоколад темный,Сладости,1,office_lunch
B167,I146,Салат цезарь готовый,Готовая еда,1,office_lunch
B168,I008,Сливки 10%,Молочные продукты,1,lasagna_pasta
B168,I009,Моцарелла,Молочные продукты,1,lasagna_pasta
B168,I027,Фарш говяжий,Мясо и птица,1,lasagna_pasta
B168,I036,Лосось филе,Рыба,1,lasagna_pasta
B168,I053,Шампиньоны,Овощи,1,lasagna_pasta
B168,I060,Укроп,Овощи,2,lasagna_pasta
B168,I071,Голубика,Фрукты,2,lasagna_pasta
B168,I082,Макароны пенне,Бакалея,1,lasagna_pasta
B168,I096,Томатная паста,Соусы,1,lasagna_pasta
B169,I045,Чеснок,Овощи,1,veggie_stew
B169,I046,Помидоры,Овощи,3,veggie_stew
B169,I048,Перец болгарский,Овощи,1,veggie_stew
B169,I053,Шампиньоны,Овощи,1,veggie_stew
B169,I054,Кабачки,Овощи,1,veggie_stew
B169,I057,Авокадо,Овощи,1,veggie_stew
B169,I059,Зеленый лук,Овощи,1,veggie_stew
B169,I061,Петрушка,Овощи,1,veggie_stew
B169,I070,Клубника,Фрукты,1,veggie_stew
B169,I071,Голубика,Фрукты,1,veggie_stew
B169,I079,Булгур,Бакалея,1,veggie_stew
B170,I001,Молоко 2.5%,Молочные продукты,3,baking_sweet
B170,I007,Сливочное масло,Молочные продукты,1,baking_sweet
B170,I023,Яйца C1 10 шт,Бакалея,1,baking_sweet
B170,I085,Мука пшеничная,Бакалея,1,baking_sweet
B170,I086,Сахар,Бакалея,1,baking_sweet
B170,I094,Ванильный сахар,Бакалея,1,baking_sweet
B170,I095,Какао порошок,Бакалея,1,baking_sweet
B171,I019,Булочки для бургеров,Хлеб,1,burger_night
B171,I027,Фарш говяжий,Мясо и птица,1,burger_night
B171,I046,Помидоры,Овощи,3,burger_night
B171,I057,Авокадо,Овощи,1,burger_night
B171,I081,Макароны спагетти,Бакалея,1,burger_night
B171,I102,Кетчуп,Соусы,1,burger_night
B171,I106,Горчица,Соусы,1,burger_night
B171,I129,Картофель фри замороженный,Заморозка,1,burger_night
B172,I102,Кетчуп,Соусы,1,frozen_quick
B172,I123,Мороженое ванильное,Заморозка,2,frozen_quick
B172,I124,Пельмени,Заморозка,1,frozen_quick
B172,I125,Вареники с картофелем,Заморозка,2,frozen_quick
B172,I159,Туалетная бумага,Дом,1,frozen_quick
B173,I001,Молоко 2.5%,Молочные продукты,1,breakfast_basic
B173,I006,Сыр гауда,Молочные продукты,1,breakfast_basic
B173,I007,Сливочное масло,Молочные продукты,1,breakfast_basic
B173,I015,Хлеб пшеничный,Хлеб,1,breakfast_basic
B173,I023,Яйца C1 10 шт,Бакалея,2,breakfast_basic
B173,I065,Бананы,Фрукты,1,breakfast_basic
B173,I084,Овсяные хлопья,Бакалея,1,breakfast_basic
B173,I115,Кофе молотый,Напитки,1,breakfast_basic
B174,I047,Огурцы,Овощи,1,frozen_quick
B174,I120,Газированная вода,Напитки,2,frozen_quick
B174,I124,Пельмени,Заморозка,2,frozen_quick
B174,I125,Вареники с картофелем,Заморозка,1,frozen_quick
B174,I128,Пицца замороженная,Заморозка,2,frozen_quick
B175,I006,Сыр гауда,Молочные продукты,1,weekly_stock
B175,I015,Хлеб пшеничный,Хлеб,2,weekly_stock
B175,I023,Яйца C1 10 шт,Бакалея,1,weekly_stock
B175,I025,Куриное филе,Мясо и птица,1,weekly_stock
B175,I042,Картофель,Овощи,2,weekly_stock
B175,I044,Лук репчатый,Овощи,1,weekly_stock
B175,I051,Салат айсберг,Овощи,2,weekly_stock
B175,I053,Шампиньоны,Овощи,1,weekly_stock
B175,I059,Зеленый лук,Овощи,1,weekly_stock
B175,I060,Укроп,Овощи,1,weekly_stock
B175,I064,Яблоки,Фрукты,3,weekly_stock
B175,I076,Рис длиннозерный,Бакалея,1,weekly_stock
B175,I078,Гречка,Бакалея,1,weekly_stock
B175,I082,Макароны пенне,Бакалея,1,weekly_stock
B175,I088,Подсолнечное масло,Бакалея,1,weekly_stock
B175,I119,Вода минеральная,Напитки,1,weekly_stock
B176,I005,Сметана 20%,Молочные продукты,1,pets_home
B176,I123,Мороженое ванильное,Заморозка,1,pets_home
B176,I153,Корм для кошек,Зоотовары,1,pets_home
B176,I155,Наполнитель для кошачьего туалета,Зоотовары,1,pets_home
B176,I156,Средство для посуды,Бытовая химия,1,pets_home
B177,I046,Помидоры,Овощи,1,pets_home
B177,I084,Овсяные хлопья,Бакалея,1,pets_home
B177,I154,Корм для собак,Зоотовары,1,pets_home
B177,I156,Средство для посуды,Бытовая химия,1,pets_home
B177,I158,Бумажные полотенца,Дом,1,pets_home
B177,I160,Пакеты для мусора,Дом,1,pets_home
B178,I001,Молоко 2.5%,Молочные продукты,1,pets_home
B178,I015,Хлеб пшеничный,Хлеб,2,pets_home
B178,I043,Морковь,Овощи,1,pets_home
B178,I154,Корм для собак,Зоотовары,1,pets_home
B178,I155,Наполнитель для кошачьего туалета,Зоотовары,1,pets_home
B178,I158,Бумажные полотенца,Дом,1,pets_home
B178,I160,Пакеты для мусора,Дом,1,pets_home
B179,I006,Сыр гауда,Молочные продукты,1,burger_night
B179,I019,Булочки для бургеров,Хлеб,2,burger_night
B179,I027,Фарш говяжий,Мясо и птица,1,burger_night
B179,I032,Бекон,Мясо и птица,1,burger_night
B179,I046,Помидоры,Овощи,1,burger_night
B179,I051,Салат айсберг,Овощи,1,burger_night
B179,I102,Кетчуп,Соусы,1,burger_night
B180,I005,Сметана 20%,Молочные продукты,1,seafood_asian
B180,I006,Сыр гауда,Молочные продукты,1,seafood_asian
B180,I035,Котлеты куриные,Мясо и птица,1,seafood_asian
B180,I038,Креветки очищенные,Рыба,1,seafood_asian
B180,I045,Чеснок,Овощи,1,seafood_asian
B180,I047,Огурцы,Овощи,3,seafood_asian
B180,I056,Брокколи,Овощи,1,seafood_asian
B180,I063,Имбирь,Овощи,1,seafood_asian
B180,I104,Соевый соус,Соусы,1,seafood_asian
B180,I147,Сэндвич с курицей,Готовая еда,1,seafood_asian
B181,I001,Молоко 2.5%,Молочные продукты,1,lasagna_pasta
B181,I008,Сливки 10%,Молочные продукты,1,lasagna_pasta
B181,I009,Моцарелла,Молочные продукты,1,lasagna_pasta
B181,I010,Пармезан,Молочные продукты,1,lasagna_pasta
B181,I027,Фарш говяжий,Мясо и птица,1,lasagna_pasta
B181,I043,Морковь,Овощи,1,lasagna_pasta
B181,I046,Помидоры,Овощи,2,lasagna_pasta
B181,I082,Макароны пенне,Бакалея,1,lasagna_pasta
B181,I096,Томатная паста,Соусы,1,lasagna_pasta
B182,I045,Чеснок,Овощи,1,curry_dinner
B182,I056,Брокколи,Овощи,1,curry_dinner
B182,I057,Авокадо,Овощи,1,curry_dinner
B182,I063,Имбирь,Овощи,1,curry_dinner
B182,I067,Лимоны,Фрукты,1,curry_dinner
B182,I076,Рис длиннозерный,Бакалея,1,curry_dinner
B182,I090,Кокосовое молоко,Бакалея,1,curry_dinner
B182,I106,Горчица,Соусы,1,curry_dinner
B182,I108,Карри паста,Соусы,1,curry_dinner
B183,I005,Сметана 20%,Молочные продукты,1,veggie_stew
B183,I043,Морковь,Овощи,2,veggie_stew
B183,I046,Помидоры,Овощи,2,veggie_stew
B183,I053,Шампиньоны,Овощи,2,veggie_stew
B183,I054,Кабачки,Овощи,2,veggie_stew
B183,I089,Оливковое масло,Бакалея,1,veggie_stew
B183,I111,Итальянские травы,Специи,1,veggie_stew
B184,I033,Колбаса докторская,Мясо и птица,1,salad_light
B184,I043,Морковь,Овощи,2,salad_light
B184,I046,Помидоры,Овощи,1,salad_light
B184,I047,Огурцы,Овощи,2,salad_light
B184,I048,Перец болгарский,Овощи,1,salad_light
B184,I053,Шампиньоны,Овощи,1,salad_light
B184,I057,Авокадо,Овощи,1,salad_light
B184,I070,Клубника,Фрукты,1,salad_light
B184,I098,Кукуруза консервированная,Консервы,1,salad_light
B184,I131,Шоколад молочный,Сладости,2,salad_light
B184,I153,Корм для кошек,Зоотовары,1,salad_light
B185,I001,Молоко 2.5%,Молочные продукты,3,baby_care
B185,I003,Йогурт натуральный,Молочные продукты,1,baby_care
B185,I065,Бананы,Фрукты,2,baby_care
B185,I149,Детское пюре яблочное,Детские товары,1,baby_care
B185,I150,Детская каша,Детские товары,1,baby_care
B185,I151,Подгузники,Детские товары,1,baby_care
B185,I152,Влажные салфетки,Детские товары,1,baby_care
B186,I003,Йогурт натуральный,Молочные продукты,1,kids_breakfast
B186,I065,Бананы,Фрукты,3,kids_breakfast
B186,I142,Хлопья кукурузные,Завтраки,1,kids_breakfast
B186,I149,Детское пюре яблочное,Детские товары,1,kids_breakfast
B186,I150,Детская каша,Детские товары,1,kids_breakfast
B186,I152,Влажные салфетки,Детские товары,1,kids_breakfast
B187,I006,Сыр гауда,Молочные продукты,1,burger_night
B187,I019,Булочки для бургеров,Хлеб,2,burger_night
B187,I025,Куриное филе,Мясо и птица,1,burger_night
B187,I027,Фарш говяжий,Мясо и птица,1,burger_night
B187,I032,Бекон,Мясо и птица,1,burger_night
B187,I046,Помидоры,Овощи,2,burger_night
B187,I051,Салат айсберг,Овощи,1,burger_night
B187,I069,Виноград,Фрукты,2,burger_night
B187,I102,Кетчуп,Соусы,1,burger_night
B187,I106,Горчица,Соусы,1,burger_night
B187,I129,Картофель фри замороженный,Заморозка,2,burger_night
B188,I006,Сыр гауда,Молочные продукты,1,mexican_tacos
B188,I018,Лаваш,Хлеб,1,mexican_tacos
B188,I046,Помидоры,Овощи,2,mexican_tacos
B188,I057,Авокадо,Овощи,1,mexican_tacos
B188,I062,Острый перец,Овощи,1,mexican_tacos
B188,I097,Фасоль консервированная,Консервы,1,mexican_tacos
B188,I098,Кукуруза консервированная,Консервы,1,mexican_tacos
B188,I107,Сальса,Соусы,1,mexican_tacos
B189,I046,Помидоры,Овощи,1,fruit_snack
B189,I060,Укроп,Овощи,1,fruit_snack
B189,I064,Яблоки,Фрукты,2,fruit_snack
B189,I065,Бананы,Фрукты,2,fruit_snack
B189,I066,Апельсины,Фрукты,1,fruit_snack
B189,I068,Груши,Фрукты,1,fruit_snack
B189,I084,Овсяные хлопья,Бакалея,1,fruit_snack
B189,I112,Корица,Специи,1,fruit_snack
B189,I137,Орехи грецкие,Снэки,1,fruit_snack
B189,I155,Наполнитель для кошачьего туалета,Зоотовары,1,fruit_snack
B190,I001,Молоко 2.5%,Молочные продукты,1,baking_sweet
B190,I007,Сливочное масло,Молочные продукты,1,baking_sweet
B190,I073,Киви,Фрукты,1,baking_sweet
B190,I093,Разрыхлитель теста,Бакалея,1,baking_sweet
B190,I094,Ванильный сахар,Бакалея,1,baking_sweet
B190,I132,Шоколад темный,Сладости,1,baking_sweet
B191,I026,Куриные бедра,Мясо и птица,1,chicken_soup
B191,I042,Картофель,Овощи,1,chicken_soup
B191,I043,Морковь,Овощи,2,chicken_soup
B191,I044,Лук репчатый,Овощи,2,chicken_soup
B191,I061,Петрушка,Овощи,1,chicken_soup
B191,I083,Лапша удон,Бакалея,1,chicken_soup
B191,I148,Суп куриный готовый,Готовая еда,1,chicken_soup
B192,I003,Йогурт натуральный,Молочные продукты,1,fruit_snack
B192,I025,Куриное филе,Мясо и птица,1,fruit_snack
B192,I064,Яблоки,Фрукты,2,fruit_snack
B192,I065,Бананы,Фрукты,3,fruit_snack
B192,I066,Апельсины,Фрукты,1,fruit_snack
B192,I068,Груши,Фрукты,1,fruit_snack
B192,I069,Виноград,Фрукты,2,fruit_snack
B192,I107,Сальса,Соусы,1,fruit_snack
B192,I133,Печенье овсяное,Сладости,2,fruit_snack
B192,I137,Орехи грецкие,Снэки,1,fruit_snack
B193,I006,Сыр гауда,Молочные продукты,1,burger_night
B193,I015,Хлеб пшеничный,Хлеб,1,burger_night
B193,I019,Булочки для бургеров,Хлеб,1,burger_night
B193,I027,Фарш говяжий,Мясо и птица,1,burger_night
B193,I032,Бекон,Мясо и птица,1,burger_night
B193,I046,Помидоры,Овощи,1,burger_night
B193,I051,Салат айсберг,Овощи,1,burger_night
B193,I061,Петрушка,Овощи,1,burger_night
B193,I064,Яблоки,Фрукты,1,burger_night
B193,I094,Ванильный сахар,Бакалея,1,burger_night
B193,I102,Кетчуп,Соусы,1,burger_night
B193,I106,Горчица,Соусы,1,burger_night
B194,I006,Сыр гауда,Молочные продукты,1,burger_night
B194,I019,Булочки для бургеров,Хлеб,1,burger_night
B194,I027,Фарш говяжий,Мясо и птица,1,burger_night
B194,I032,Бекон,Мясо и птица,1,burger_night
B194,I046,Помидоры,Овощи,1,burger_night
B194,I051,Салат айсберг,Овощи,1,burger_night
B194,I106,Горчица,Соусы,1,burger_night
B195,I001,Молоко 2.5%,Молочные продукты,3,russian_salads
B195,I023,Яйца C1 10 шт,Бакалея,1,russian_salads
B195,I033,Колбаса докторская,Мясо и птица,1,russian_salads
B195,I042,Картофель,Овощи,3,russian_salads
B195,I047,Огурцы,Овощи,2,russian_salads
B195,I060,Укроп,Овощи,1,russian_salads
B195,I071,Голубика,Фрукты,2,russian_salads
B195,I115,Кофе молотый,Напитки,1,russian_salads
B195,I119,Вода минеральная,Напитки,3,russian_salads
B195,I154,Корм для собак,Зоотовары,1,russian_salads
B196,I011,Сыр творожный,Молочные продукты,1,sandwiches
B196,I015,Хлеб пшеничный,Хлеб,2,sandwiches
B196,I017,Батон нарезной,Хлеб,2,sandwiches
B196,I034,Ветчина,Мясо и птица,1,sandwiches
B196,I046,Помидоры,Овощи,1,sandwiches
B196,I047,Огурцы,Овощи,2,sandwiches
B196,I060,Укроп,Овощи,1,sandwiches
B196,I069,Виноград,Фрукты,1,sandwiches
B196,I139,Чипсы картофельные,Снэки,1,sandwiches
B196,I144,Арахисовая паста,Завтраки,1,sandwiches
B197,I006,Сыр гауда,Молочные продукты,1,breakfast_basic
B197,I007,Сливочное масло,Молочные продукты,1,breakfast_basic
B197,I015,Хлеб пшеничный,Хлеб,2,breakfast_basic
B197,I023,Яйца C1 10 шт,Бакалея,1,breakfast_basic
B197,I065,Бананы,Фрукты,3,breakfast_basic
B197,I084,Овсяные хлопья,Бакалея,1,breakfast_basic
B197,I115,Кофе молотый,Напитки,1,breakfast_basic
B197,I134,Вафли,Сладости,2,breakfast_basic
B198,I039,Тунец консервированный,Рыба,1,salad_light
B198,I046,Помидоры,Овощи,1,salad_light
B198,I047,Огурцы,Овощи,3,salad_light
B198,I048,Перец болгарский,Овощи,1,salad_light
B198,I051,Салат айсберг,Овощи,1,salad_light
B198,I057,Авокадо,Овощи,1,salad_light
B198,I065,Бананы,Фрукты,2,salad_light
B198,I089,Оливковое масло,Бакалея,1,salad_light
B198,I098,Кукуруза консервированная,Консервы,1,salad_light
B198,I113,Чай черный,Напитки,1,salad_light
B198,I120,Газированная вода,Напитки,1,salad_light
B198,I129,Картофель фри замороженный,Заморозка,1,salad_light
B198,I144,Арахисовая паста,Завтраки,1,salad_light
B199,I006,Сыр гауда,Молочные продукты,1,burger_night
B199,I027,Фарш говяжий,Мясо и птица,1,burger_night
B199,I032,Бекон,Мясо и птица,1,burger_night
B199,I046,Помидоры,Овощи,1,burger_night
B199,I051,Салат айсберг,Овощи,1,burger_night
B199,I059,Зеленый лук,Овощи,2,burger_night
B199,I064,Яблоки,Фрукты,3,burger_night
B199,I106,Горчица,Соусы,1,burger_night
B199,I129,Картофель фри замороженный,Заморозка,2,burger_night
B200,I001,Молоко 2.5%,Молочные продукты,1,baby_care
B200,I003,Йогурт натуральный,Молочные продукты,1,baby_care
B200,I065,Бананы,Фрукты,1,baby_care
B200,I068,Груши,Фрукты,1,baby_care
B200,I133,Печенье овсяное,Сладости,1,baby_care
B200,I149,Детское пюре яблочное,Детские товары,1,baby_care
B200,I151,Подгузники,Детские товары,1,baby_care
B200,I152,Влажные салфетки,Детские товары,1,baby_care
B200,I156,Средство для посуды,Бытовая химия,1,baby_care
B201,I039,Тунец консервированный,Рыба,1,salad_light
B201,I046,Помидоры,Овощи,1,salad_light
B201,I047,Огурцы,Овощи,2,salad_light
B201,I048,Перец болгарский,Овощи,1,salad_light
B201,I051,Салат айсберг,Овощи,1,salad_light
B201,I057,Авокадо,Овощи,1,salad_light
B201,I067,Лимоны,Фрукты,1,salad_light
B201,I089,Оливковое масло,Бакалея,1,salad_light
B201,I123,Мороженое ванильное,Заморозка,2,salad_light
B202,I001,Молоко 2.5%,Молочные продукты,2,kids_breakfast
B202,I003,Йогурт натуральный,Молочные продукты,1,kids_breakfast
B202,I065,Бананы,Фрукты,1,kids_breakfast
B202,I117,Сок яблочный,Напитки,1,kids_breakfast
B202,I142,Хлопья кукурузные,Завтраки,1,kids_breakfast
B202,I150,Детская каша,Детские товары,1,kids_breakfast
B202,I152,Влажные салфетки,Детские товары,1,kids_breakfast
B202,I160,Пакеты для мусора,Дом,1,kids_breakfast
B203,I006,Сыр гауда,Молочные продукты,1,mexican_tacos
B203,I043,Морковь,Овощи,3,mexican_tacos
B203,I046,Помидоры,Овощи,3,mexican_tacos
B203,I057,Авокадо,Овощи,2,mexican_tacos
B203,I098,Кукуруза консервированная,Консервы,1,mexican_tacos
B203,I107,Сальса,Соусы,1,mexican_tacos
B204,I010,Пармезан,Молочные продукты,1,pasta_italian
B204,I020,Багет,Хлеб,1,pasta_italian
B204,I045,Чеснок,Овощи,1,pasta_italian
B204,I074,Манго,Фрукты,1,pasta_italian
B204,I081,Макароны спагетти,Бакалея,1,pasta_italian
B204,I089,Оливковое масло,Бакалея,1,pasta_italian
B204,I096,Томатная паста,Соусы,1,pasta_italian
B204,I101,Соус песто,Соусы,1,pasta_italian
B204,I111,Итальянские травы,Специи,1,pasta_italian
B204,I153,Корм для кошек,Зоотовары,1,pasta_italian
B205,I015,Хлеб пшеничный,Хлеб,2,party_snacks
B205,I078,Гречка,Бакалея,1,party_snacks
B205,I120,Газированная вода,Напитки,6,party_snacks
B205,I121,Квас,Напитки,1,party_snacks
B205,I123,Мороженое ванильное,Заморозка,1,party_snacks
B205,I128,Пицца замороженная,Заморозка,1,party_snacks
B205,I131,Шоколад молочный,Сладости,1,party_snacks
B205,I139,Чипсы картофельные,Снэки,1,party_snacks
B205,I140,Сухарики,Снэки,2,party_snacks
B206,I005,Сметана 20%,Молочные продукты,1,bbq_picnic
B206,I029,Свинина для жарки,Мясо и птица,1,bbq_picnic
B206,I046,Помидоры,Овощи,1,bbq_picnic
B206,I047,Огурцы,Овощи,2,bbq_picnic
B206,I102,Кетчуп,Соусы,1,bbq_picnic
B206,I120,Газированная вода,Напитки,1,bbq_picnic
B206,I131,Шоколад молочный,Сладости,1,bbq_picnic
B206,I139,Чипсы картофельные,Снэки,2,bbq_picnic
B207,I006,Сыр гауда,Молочные продукты,1,healthy_breakfast
