basket_id,item_name
B285,Печенье овсяное
B285,Орехи грецкие
B285,Средство для посуды
B286,Сыр гауда
B286,Сливочное масло
B286,Хлеб пшеничный
B286,Треска филе
B286,Бананы
B286,Овсяные хлопья
B287,Молоко 2.5%
B287,Йогурт натуральный
B287,Бананы
B287,Вода минеральная
B287,Детское пюре яблочное
B287,Детская каша
B287,Подгузники
B287,Влажные салфетки
B288,Молоко безлактозное
B288,Бананы
B288,Голубика
B288,Мед
B288,Орехи грецкие
B288,Детское пюре яблочное
B289,Молоко 2.5%
B289,Йогурт натуральный
B289,Бананы
B289,Детское пюре яблочное
B289,Детская каша
B289,Подгузники
B289,Влажные салфетки
B290,Лаваш
B290,Яйца C1 10 шт
B290,Куриные бедра
B290,Свинина для жарки
B290,Сельдь слабосоленая
B290,Картофель
B290,Морковь
B290,Помидоры
B290,Огурцы
B290,Перец болгарский
B290,Соевый соус
B290,Газированная вода
B290,Бумажные полотенца
B291,Влажные салфетки
B291,Средство для посуды
B291,Порошок стиральный
B291,Бумажные полотенца
B291,Туалетная бумага
B291,Пакеты для мусора
B292,Яйца C1 10 шт
B292,Куриные бедра
B292,Фарш говяжий
B292,Картофель
B292,Шпинат
B292,Зеленый лук
B292,Петрушка
B292,Яблоки
B292,Лимоны
B292,Гречка
B292,Овсяные хлопья
B292,Сахар
B292,Фасоль консервированная
B292,Чай черный
B292,Сок яблочный
B292,Порошок стиральный
B292,Бумажные полотенца
B293,Яйца C1 10 шт
B293,Колбаса докторская
B293,Картофель
B293,Огурцы
B293,Укроп
B293,Виноград
B293,Горошек консервированный
B293,Майонез
B293,Средство для посуды
B294,Молоко 2.5%
B294,Яйца C1 10 шт
B294,Лосось филе
B294,Огурцы
B294,Шпинат
B294,Бананы
B294,Лимоны
B294,Оливковое масло
B294,Черный перец
B294,Вода минеральная
B294,Мороженое ванильное
B294,Бумажные полотенца
B295,Сметана 20%
B295,Помидоры
B295,Кофе молотый
B295,Вода минеральная
B295,Корм для собак
B295,Наполнитель для кошачьего туалета
B295,Средство для посуды
B295,Бумажные полотенца
B295,Пакеты для мусора
B296,Моцарелла
B296,Хлебцы ржаные
B296,Лосось филе
B296,Крабовые палочки
B296,Огурцы
B296,Авокадо
B296,Соевый соус
B296,Газированная вода
B297,Сыр гауда
B297,Куриное филе
B297,Чеснок
B297,Шампиньоны
B297,Брокколи
B297,Авокадо
B297,Имбирь
B297,Лимоны
B297,Рис длиннозерный
B297,Кокосовое молоко
B297,Карри паста
B298,Лаваш
B298,Куриные бедра
B298,Свинина для жарки
B298,Помидоры
B298,Огурцы
B298,Кетчуп
B298,Чипсы картофельные
B298,Бумажные полотенца
B299,Молоко 2.5%
B299,Хлеб пшеничный
B299,Тунец консервированный
B299,Огурцы
B299,Перец болгарский
B299,Салат айсберг
B299,Шампиньоны
B299,Авокадо
B299,Клубника
B299,Подсолнечное масло
B299,Шоколад молочный
B299,Туалетная бумага
B300,Сыр гауда
B300,Булочки для бургеров
B300,Фарш говяжий
B300,Кетчуп
B300,Горчица
B300,Карри паста
B300,Картофель фри замороженный
